name,team_name,game_date,season,espn_player_id,team_id,espn_game_id,period,minutes_remaining,seconds_remaining,shot_made_flag,action_type,shot_type,shot_distance,opponent,x,y,dribbles,touch_time,defender_name,defender_distance,shot_clock
"Jeremy Lin","Brooklyn Nets",2016-12-20,2016,4299,1610612751,400899862,3,4,17,0,"Running Layup Shot","2PT Field Goal",3,"Toronto Raptors",-27,21,0,0.00,,0.00,0.00
"Jeremy Lin","Brooklyn Nets",2016-12-18,2016,4299,1610612751,400899850,3,0,35,1,"Running Layup Shot","2PT Field Goal",2,"Philadelphia 76ers",20,7,0,0.00,,0.00,0.00
"Jeremy Lin","Brooklyn Nets",2017-02-25,2016,4299,1610612751,400900279,1,10,34,1,"Running Layup Shot","2PT Field Goal",1,"Golden State Warriors",10,8,0,0.00,,0.00,0.00
"Jeremy Lin","Brooklyn Nets",2016-12-20,2016,4299,1610612751,400899862,3,7,02,0,"Running Layup Shot","2PT Field Goal",4,"Toronto Raptors",9,41,0,0.00,,0.00,0.00
"Jeremy Lin","Brooklyn Nets",2017-03-01,2016,4299,1610612751,400899448,2,3,07,0,"Running Layup Shot","2PT Field Goal",2,"Sacramento Kings",20,7,0,0.00,,0.00,0.00
"Jeremy Lin","Brooklyn Nets",2016-12-12,2016,4299,1610612751,400899806,4,4,22,1,"Running Layup Shot","2PT Field Goal",1,"Houston Rockets",9,11,0,0.00,,0.00,0.00
"Jeremy Lin","Brooklyn Nets",2017-03-06,2016,4299,1610612751,400900334,4,3,23,0,"Running Layup Shot","2PT Field Goal",2,"Memphis Grizzlies",-11,23,0,0.00,,0.00,0.00
"Jeremy Lin","Brooklyn Nets",2017-03-04,2016,4299,1610612751,400900321,4,3,01,1,"Running Pull-Up Jump Shot","3PT Field Goal",24,"Portland Trail Blazers",156,195,0,0.00,,0.00,0.00
"Jeremy Lin","Brooklyn Nets",2016-12-20,2016,4299,1610612751,400899862,1,5,31,1,"Running Pull-Up Jump Shot","2PT Field Goal",22,"Toronto Raptors",79,214,0,0.00,,0.00,0.00
"Jeremy Lin","Brooklyn Nets",2017-03-17,2016,4299,1610612751,400900417,4,0,16,1,"Step Back Bank Jump Shot","2PT Field Goal",12,"Boston Celtics",115,47,0,0.00,,0.00,0.00
"Jeremy Lin","Brooklyn Nets",2017-04-06,2016,4299,1610612751,400900552,2,6,26,1,"Step Back Jump shot","2PT Field Goal",17,"Orlando Magic",137,105,0,0.00,,0.00,0.00
"Jeremy Lin","Brooklyn Nets",2017-03-30,2016,4299,1610612751,400900516,2,0,30,1,"Step Back Jump shot","2PT Field Goal",18,"Detroit Pistons",155,101,0,0.00,,0.00,0.00
"Jeremy Lin","Brooklyn Nets",2017-03-17,2016,4299,1610612751,400900417,2,0,01,0,"Step Back Jump shot","3PT Field Goal",25,"Boston Celtics",155,198,0,0.00,,0.00,0.00
"Jeremy Lin","Brooklyn Nets",2017-04-06,2016,4299,1610612751,400900552,2,1,53,1,"Step Back Jump shot","3PT Field Goal",25,"Orlando Magic",94,237,0,0.00,,0.00,0.00
"Jeremy Lin","Brooklyn Nets",2017-03-06,2016,4299,1610612751,400900334,2,0,00,0,"Step Back Jump shot","3PT Field Goal",24,"Memphis Grizzlies",46,242,0,0.00,,0.00,0.00
"Jeremy Lin","Brooklyn Nets",2016-12-26,2016,4299,1610612751,400899905,1,4,11,1,"Step Back Jump shot","2PT Field Goal",16,"Charlotte Hornets",163,16,0,0.00,,0.00,0.00
"Jeremy Lin","Brooklyn Nets",2016-12-22,2016,4299,1610612751,400899879,1,10,31,0,"Step Back Jump shot","3PT Field Goal",24,"Golden State Warriors",145,203,0,0.00,,0.00,0.00
"Jeremy Lin","Brooklyn Nets",2017-03-12,2016,4299,1610612751,400900381,4,0,28,1,"Step Back Jump shot","2PT Field Goal",10,"New York Knicks",61,90,0,0.00,,0.00,0.00
"Jeremy Lin","Brooklyn Nets",2016-10-26,2016,4299,1610612751,400899380,3,10,57,1,"Step Back Jump shot","2PT Field Goal",8,"Boston Celtics",73,33,0,0.00,,0.00,0.00
"Jeremy Lin","Brooklyn Nets",2017-03-12,2016,4299,1610612751,400900381,1,5,07,0,"Step Back Jump shot","2PT Field Goal",8,"New York Knicks",55,65,0,0.00,,0.00,0.00
"Jeremy Lin","Brooklyn Nets",2016-10-28,2016,4299,1610612751,400899452,3,0,42,0,"Step Back Jump shot","2PT Field Goal",11,"Indiana Pacers",32,110,0,0.00,,0.00,0.00
"Jeremy Lin","Brooklyn Nets",2016-12-16,2016,4299,1610612751,400899832,4,1,19,0,"Step Back Jump shot","2PT Field Goal",18,"Orlando Magic",115,139,0,0.00,,0.00,0.00
"Jeremy Lin","Brooklyn Nets",2017-04-06,2016,4299,1610612751,400900552,3,11,14,0,"Step Back Jump shot","2PT Field Goal",20,"Orlando Magic",197,65,0,0.00,,0.00,0.00
"Jeremy Lin","Brooklyn Nets",2017-03-14,2016,4299,1610612751,400900395,2,3,59,1,"Step Back Jump shot","2PT Field Goal",8,"Oklahoma City Thunder",12,85,0,0.00,,0.00,0.00
"Jeremy Lin","Brooklyn Nets",2017-03-28,2016,4299,1610612751,400900500,4,5,05,1,"Turnaround Bank shot","2PT Field Goal",6,"Philadelphia 76ers",51,38,0,0.00,,0.00,0.00
"Jeremy Lin","Brooklyn Nets",2017-03-16,2016,4299,1610612751,400900411,2,0,17,1,"Turnaround Fadeaway shot","2PT Field Goal",4,"New York Knicks",6,43,0,0.00,,0.00,0.00
"Jeremy Lin","Brooklyn Nets",2017-03-06,2016,4299,1610612751,400900334,4,2,17,1,"Turnaround Fadeaway shot","2PT Field Goal",10,"Memphis Grizzlies",-47,90,0,0.00,,0.00,0.00
"Jeremy Lin","Brooklyn Nets",2017-03-04,2016,4299,1610612751,400900321,2,2,30,1,"Turnaround Jump Shot","2PT Field Goal",10,"Portland Trail Blazers",-84,65,0,0.00,,0.00,0.00
"Jeremy Lin","Brooklyn Nets",2017-04-04,2016,4299,1610612751,400900532,3,5,06,1,"Turnaround Jump Shot","2PT Field Goal",16,"Philadelphia 76ers",122,106,0,0.00,,0.00,0.00
"Jeremy Lin","Brooklyn Nets",2016-10-26,2016,4299,1610612751,400899380,2,2,02,1,"Turnaround Jump Shot","2PT Field Goal",9,"Boston Celtics",-91,11,0,0.00,,0.00,0.00
"Jeremy Lin","Brooklyn Nets",2016-10-28,2016,4299,1610612751,400899452,2,2,03,1,"Turnaround Jump Shot","2PT Field Goal",18,"Indiana Pacers",-169,72,0,0.00,,0.00,0.00
"Jeremy Lin","Brooklyn Nets",2017-03-12,2016,4299,1610612751,400900381,3,10,09,0,"Turnaround Jump Shot","2PT Field Goal",8,"New York Knicks",-40,80,0,0.00,,0.00,0.00
"Jeremy Lin","Brooklyn Nets",2017-04-06,2016,4299,1610612751,400900552,4,1,14,1,"Turnaround Jump Shot","2PT Field Goal",8,"Orlando Magic",-2,87,0,0.00,,0.00,0.00
