name,team_name,game_date,season,espn_player_id,team_id,espn_game_id,period,minutes_remaining,seconds_remaining,shot_made_flag,action_type,shot_type,shot_distance,opponent,x,y,dribbles,touch_time,defender_name,defender_distance,shot_clock
"Jeremy Lin","Brooklyn Nets",2017-03-24,2016,4299,1610612751,400900467,2,6,23,1,"Cutting Layup Shot","2PT Field Goal",1,"Washington Wizards",15,3,0,0.00,,0.00,0.00
"Jeremy Lin","Brooklyn Nets",2017-04-06,2016,4299,1610612751,400900552,1,10,41,1,"Cutting Layup Shot","2PT Field Goal",2,"Orlando Magic",24,7,0,0.00,,0.00,0.00
"Jeremy Lin","Brooklyn Nets",2016-11-02,2016,4299,1610612751,400899507,1,6,29,1,"Cutting Layup Shot","2PT Field Goal",0,"Detroit Pistons",0,2,0,0.00,,0.00,0.00
"Jeremy Lin","Brooklyn Nets",2017-02-25,2016,4299,1610612751,400900279,1,9,51,1,"Cutting Layup Shot","2PT Field Goal",1,"Golden State Warriors",-12,11,0,0.00,,0.00,0.00
"Jeremy Lin","Brooklyn Nets",2017-03-01,2016,4299,1610612751,400899448,3,10,41,1,"Cutting Layup Shot","2PT Field Goal",2,"Sacramento Kings",-22,8,0,0.00,,0.00,0.00
"Jeremy Lin","Brooklyn Nets",2017-03-04,2016,4299,1610612751,400900321,1,9,19,0,"Cutting Layup Shot","2PT Field Goal",0,"Portland Trail Blazers",2,-6,0,0.00,,0.00,0.00
"Jeremy Lin","Brooklyn Nets",2016-12-12,2016,4299,1610612751,400899806,3,0,31,1,"Driving Bank shot","2PT Field Goal",6,"Houston Rockets",-52,43,0,0.00,,0.00,0.00
"Jeremy Lin","Brooklyn Nets",2017-04-06,2016,4299,1610612751,400900552,4,0,24,1,"Driving Finger Roll Layup Shot","2PT Field Goal",1,"Orlando Magic",-1,16,0,0.00,,0.00,0.00
"Jeremy Lin","Brooklyn Nets",2017-03-04,2016,4299,1610612751,400900321,4,4,08,0,"Driving Floating Bank Jump Shot","2PT Field Goal",4,"Portland Trail Blazers",43,11,0,0.00,,0.00,0.00
"Jeremy Lin","Brooklyn Nets",2017-03-14,2016,4299,1610612751,400900395,2,0,42,1,"Driving Floating Bank Jump Shot","2PT Field Goal",3,"Oklahoma City Thunder",-27,26,0,0.00,,0.00,0.00
"Jeremy Lin","Brooklyn Nets",2016-10-31,2016,4299,1610612751,400899493,1,7,50,1,"Driving Floating Jump Shot","2PT Field Goal",5,"Chicago Bulls",-17,52,0,0.00,,0.00,0.00
"Jeremy Lin","Brooklyn Nets",2017-03-26,2016,4299,1610612751,400900483,2,4,26,1,"Driving Floating Jump Shot","2PT Field Goal",10,"Atlanta Hawks",28,100,0,0.00,,0.00,0.00
"Jeremy Lin","Brooklyn Nets",2017-04-04,2016,4299,1610612751,400900532,2,0,48,0,"Driving Floating Jump Shot","2PT Field Goal",4,"Philadelphia 76ers",1,46,0,0.00,,0.00,0.00
"Jeremy Lin","Brooklyn Nets",2016-10-31,2016,4299,1610612751,400899493,1,11,03,1,"Driving Floating Jump Shot","2PT Field Goal",12,"Chicago Bulls",69,100,0,0.00,,0.00,0.00
"Jeremy Lin","Brooklyn Nets",2016-12-12,2016,4299,1610612751,400899806,1,2,38,0,"Driving Floating Jump Shot","2PT Field Goal",7,"Houston Rockets",-1,77,0,0.00,,0.00,0.00
"Jeremy Lin","Brooklyn Nets",2017-03-04,2016,4299,1610612751,400900321,1,11,45,0,"Driving Hook Shot","2PT Field Goal",3,"Portland Trail Blazers",25,21,0,0.00,,0.00,0.00
"Jeremy Lin","Brooklyn Nets",2017-03-28,2016,4299,1610612751,400900500,2,6,22,0,"Driving Layup Shot","2PT Field Goal",2,"Philadelphia 76ers",-22,-5,0,0.00,,0.00,0.00
"Jeremy Lin","Brooklyn Nets",2017-04-06,2016,4299,1610612751,400900552,4,3,38,0,"Driving Layup Shot","2PT Field Goal",1,"Orlando Magic",-4,13,0,0.00,,0.00,0.00
"Jeremy Lin","Brooklyn Nets",2016-10-28,2016,4299,1610612751,400899452,4,10,22,1,"Driving Layup Shot","2PT Field Goal",2,"Indiana Pacers",28,-1,0,0.00,,0.00,0.00
"Jeremy Lin","Brooklyn Nets",2017-04-04,2016,4299,1610612751,400900532,2,0,10,1,"Driving Layup Shot","2PT Field Goal",2,"Philadelphia 76ers",-25,2,0,0.00,,0.00,0.00
"Jeremy Lin","Brooklyn Nets",2016-12-16,2016,4299,1610612751,400899832,1,2,01,1,"Driving Layup Shot","2PT Field Goal",0,"Orlando Magic",0,2,0,0.00,,0.00,0.00
"Jeremy Lin","Brooklyn Nets",2016-11-02,2016,4299,1610612751,400899507,2,3,43,1,"Driving Layup Shot","2PT Field Goal",0,"Detroit Pistons",6,-1,0,0.00,,0.00,0.00
"Jeremy Lin","Brooklyn Nets",2016-12-16,2016,4299,1610612751,400899832,1,0,34,1,"Driving Layup Shot","2PT Field Goal",1,"Orlando Magic",-1,11,0,0.00,,0.00,0.00
"Jeremy Lin","Brooklyn Nets",2017-04-04,2016,4299,1610612751,400900532,3,8,19,1,"Driving Layup Shot","2PT Field Goal",2,"Philadelphia 76ers",-22,7,0,0.00,,0.00,0.00
"Jeremy Lin","Brooklyn Nets",2016-10-26,2016,4299,1610612751,400899380,4,6,42,1,"Driving Layup Shot","2PT Field Goal",1,"Boston Celtics",9,-6,0,0.00,,0.00,0.00
"Jeremy Lin","Brooklyn Nets",2017-03-16,2016,4299,1610612751,400900411,1,9,29,1,"Driving Layup Shot","2PT Field Goal",0,"New York Knicks",4,-5,0,0.00,,0.00,0.00
"Jeremy Lin","Brooklyn Nets",2017-03-26,2016,4299,1610612751,400900483,1,4,52,1,"Driving Layup Shot","2PT Field Goal",1,"Atlanta Hawks",17,2,0,0.00,,0.00,0.00
"Jeremy Lin","Brooklyn Nets",2016-12-16,2016,4299,1610612751,400899832,4,2,39,1,"Driving Layup Shot","2PT Field Goal",1,"Orlando Magic",10,2,0,0.00,,0.00,0.00
"Jeremy Lin","Brooklyn Nets",2017-03-16,2016,4299,1610612751,400900411,3,3,00,0,"Driving Layup Shot","2PT Field Goal",1,"New York Knicks",-11,-6,0,0.00,,0.00,0.00
"Jeremy Lin","Brooklyn Nets",2017-03-30,2016,4299,1610612751,400900516,4,3,10,1,"Driving Layup Shot","2PT Field Goal",0,"Detroit Pistons",-1,2,0,0.00,,0.00,0.00
"Jeremy Lin","Brooklyn Nets",2016-12-23,2016,4299,1610612751,400899886,1,9,06,1,"Driving Layup Shot","2PT Field Goal",0,"Cleveland Cavaliers",-2,2,0,0.00,,0.00,0.00
"Jeremy Lin","Brooklyn Nets",2016-12-12,2016,4299,1610612751,400899806,1,0,37,1,"Driving Layup Shot","2PT Field Goal",2,"Houston Rockets",-1,21,0,0.00,,0.00,0.00
"Jeremy Lin","Brooklyn Nets",2016-10-26,2016,4299,1610612751,400899380,2,1,37,0,"Driving Layup Shot","2PT Field Goal",1,"Boston Celtics",-11,3,0,0.00,,0.00,0.00
"Jeremy Lin","Brooklyn Nets",2017-03-30,2016,4299,1610612751,400900516,3,11,21,1,"Driving Layup Shot","2PT Field Goal",0,"Detroit Pistons",-6,-1,0,0.00,,0.00,0.00
"Jeremy Lin","Brooklyn Nets",2016-12-23,2016,4299,1610612751,400899886,1,10,40,0,"Driving Layup Shot","2PT Field Goal",1,"Cleveland Cavaliers",2,16,0,0.00,,0.00,0.00
"Jeremy Lin","Brooklyn Nets",2017-03-30,2016,4299,1610612751,400900516,3,7,51,1,"Driving Layup Shot","2PT Field Goal",1,"Detroit Pistons",-1,11,0,0.00,,0.00,0.00
"Jeremy Lin","Brooklyn Nets",2017-04-06,2016,4299,1610612751,400900552,1,8,04,0,"Driving Layup Shot","2PT Field Goal",2,"Orlando Magic",22,7,0,0.00,,0.00,0.00
"Jeremy Lin","Brooklyn Nets",2016-10-31,2016,4299,1610612751,400899493,1,0,36,1,"Driving Layup Shot","2PT Field Goal",3,"Chicago Bulls",33,11,0,0.00,,0.00,0.00
"Jeremy Lin","Brooklyn Nets",2017-03-23,2016,4299,1610612751,400900462,3,4,25,1,"Driving Layup Shot","2PT Field Goal",2,"Phoenix Suns",2,21,0,0.00,,0.00,0.00
"Jeremy Lin","Brooklyn Nets",2016-10-28,2016,4299,1610612751,400899452,1,10,03,0,"Driving Layup Shot","2PT Field Goal",2,"Indiana Pacers",25,0,0,0.00,,0.00,0.00
"Jeremy Lin","Brooklyn Nets",2016-10-28,2016,4299,1610612751,400899452,2,0,09,0,"Driving Layup Shot","2PT Field Goal",1,"Indiana Pacers",-9,7,0,0.00,,0.00,0.00
"Jeremy Lin","Brooklyn Nets",2016-12-26,2016,4299,1610612751,400899905,1,6,40,1,"Driving Layup Shot","2PT Field Goal",1,"Charlotte Hornets",-17,-1,0,0.00,,0.00,0.00
"Jeremy Lin","Brooklyn Nets",2017-04-06,2016,4299,1610612751,400900552,4,0,12,1,"Driving Layup Shot","2PT Field Goal",2,"Orlando Magic",-7,26,0,0.00,,0.00,0.00
"Jeremy Lin","Brooklyn Nets",2016-10-26,2016,4299,1610612751,400899380,1,6,48,1,"Driving Layup Shot","2PT Field Goal",1,"Boston Celtics",6,11,0,0.00,,0.00,0.00
"Jeremy Lin","Brooklyn Nets",2017-02-24,2016,4299,1610612751,400900270,2,2,34,1,"Driving Layup Shot","2PT Field Goal",1,"Denver Nuggets",19,2,0,0.00,,0.00,0.00
"Jeremy Lin","Brooklyn Nets",2017-03-14,2016,4299,1610612751,400900395,3,6,30,0,"Driving Layup Shot","2PT Field Goal",4,"Oklahoma City Thunder",37,21,0,0.00,,0.00,0.00
"Jeremy Lin","Brooklyn Nets",2017-03-04,2016,4299,1610612751,400900321,3,10,06,0,"Driving Layup Shot","2PT Field Goal",1,"Portland Trail Blazers",17,0,0,0.00,,0.00,0.00
"Jeremy Lin","Brooklyn Nets",2016-12-22,2016,4299,1610612751,400899879,1,8,12,0,"Driving Layup Shot","2PT Field Goal",2,"Golden State Warriors",-25,7,0,0.00,,0.00,0.00
"Jeremy Lin","Brooklyn Nets",2016-12-22,2016,4299,1610612751,400899879,2,5,01,0,"Driving Layup Shot","2PT Field Goal",2,"Golden State Warriors",20,-1,0,0.00,,0.00,0.00
"Jeremy Lin","Brooklyn Nets",2017-03-12,2016,4299,1610612751,400900381,4,3,25,1,"Driving Layup Shot","2PT Field Goal",1,"New York Knicks",2,11,0,0.00,,0.00,0.00
"Jeremy Lin","Brooklyn Nets",2017-03-26,2016,4299,1610612751,400900483,1,8,42,1,"Driving Layup Shot","2PT Field Goal",2,"Atlanta Hawks",25,8,0,0.00,,0.00,0.00
"Jeremy Lin","Brooklyn Nets",2017-03-12,2016,4299,1610612751,400900381,4,1,22,0,"Driving Layup Shot","2PT Field Goal",1,"New York Knicks",19,2,0,0.00,,0.00,0.00
"Jeremy Lin","Brooklyn Nets",2017-03-12,2016,4299,1610612751,400900381,2,3,21,0,"Driving Layup Shot","2PT Field Goal",2,"New York Knicks",-22,7,0,0.00,,0.00,0.00
"Jeremy Lin","Brooklyn Nets",2017-03-26,2016,4299,1610612751,400900483,1,6,51,0,"Driving Layup Shot","2PT Field Goal",0,"Atlanta Hawks",-7,3,0,0.00,,0.00,0.00
"Jeremy Lin","Brooklyn Nets",2016-12-23,2016,4299,1610612751,400899886,2,0,28,1,"Driving Layup Shot","2PT Field Goal",1,"Cleveland Cavaliers",10,0,0,0.00,,0.00,0.00
"Jeremy Lin","Brooklyn Nets",2016-11-02,2016,4299,1610612751,400899507,1,10,50,1,"Driving Layup Shot","2PT Field Goal",2,"Detroit Pistons",-7,-24,0,0.00,,0.00,0.00
"Jeremy Lin","Brooklyn Nets",2017-03-04,2016,4299,1610612751,400900321,1,9,35,1,"Driving Layup Shot","2PT Field Goal",1,"Portland Trail Blazers",-12,2,0,0.00,,0.00,0.00
"Jeremy Lin","Brooklyn Nets",2017-03-12,2016,4299,1610612751,400900381,4,2,22,0,"Driving Layup Shot","2PT Field Goal",1,"New York Knicks",19,3,0,0.00,,0.00,0.00
"Jeremy Lin","Brooklyn Nets",2017-03-14,2016,4299,1610612751,400900395,1,10,36,1,"Driving Layup Shot","2PT Field Goal",4,"Oklahoma City Thunder",4,46,0,0.00,,0.00,0.00
"Jeremy Lin","Brooklyn Nets",2016-12-16,2016,4299,1610612751,400899832,2,3,23,0,"Driving Layup Shot","2PT Field Goal",2,"Orlando Magic",24,2,0,0.00,,0.00,0.00
"Jeremy Lin","Brooklyn Nets",2017-03-14,2016,4299,1610612751,400900395,1,8,18,1,"Driving Layup Shot","2PT Field Goal",2,"Oklahoma City Thunder",17,21,0,0.00,,0.00,0.00
"Jeremy Lin","Brooklyn Nets",2017-03-28,2016,4299,1610612751,400900500,2,1,35,1,"Driving Reverse Layup Shot","2PT Field Goal",1,"Philadelphia 76ers",-16,2,0,0.00,,0.00,0.00
"Jeremy Lin","Brooklyn Nets",2016-12-18,2016,4299,1610612751,400899850,1,3,30,1,"Driving Reverse Layup Shot","2PT Field Goal",1,"Philadelphia 76ers",-12,-11,0,0.00,,0.00,0.00
"Jeremy Lin","Brooklyn Nets",2016-12-26,2016,4299,1610612751,400899905,3,8,02,0,"Driving Reverse Layup Shot","2PT Field Goal",2,"Charlotte Hornets",-20,2,0,0.00,,0.00,0.00
"Jeremy Lin","Brooklyn Nets",2017-03-14,2016,4299,1610612751,400900395,1,6,32,1,"Driving Reverse Layup Shot","2PT Field Goal",1,"Oklahoma City Thunder",-14,11,0,0.00,,0.00,0.00
"Jeremy Lin","Brooklyn Nets",2016-12-26,2016,4299,1610612751,400899905,2,0,00,0,"Fadeaway Jump Shot","2PT Field Goal",12,"Charlotte Hornets",122,13,0,0.00,,0.00,0.00
"Jeremy Lin","Brooklyn Nets",2016-10-26,2016,4299,1610612751,400899380,2,7,48,0,"Fadeaway Jump Shot","2PT Field Goal",8,"Boston Celtics",84,26,0,0.00,,0.00,0.00
"Jeremy Lin","Brooklyn Nets",2017-03-24,2016,4299,1610612751,400900467,1,11,38,1,"Fadeaway Jump Shot","2PT Field Goal",10,"Washington Wizards",-106,-6,0,0.00,,0.00,0.00
"Jeremy Lin","Brooklyn Nets",2016-12-20,2016,4299,1610612751,400899862,3,8,32,1,"Fadeaway Jump Shot","2PT Field Goal",10,"Toronto Raptors",-1,106,0,0.00,,0.00,0.00
"Jeremy Lin","Brooklyn Nets",2017-03-24,2016,4299,1610612751,400900467,1,10,07,1,"Finger Roll Layup Shot","2PT Field Goal",1,"Washington Wizards",10,13,0,0.00,,0.00,0.00
"Jeremy Lin","Brooklyn Nets",2016-12-16,2016,4299,1610612751,400899832,4,1,56,1,"Floating Jump shot","2PT Field Goal",10,"Orlando Magic",-79,70,0,0.00,,0.00,0.00
"Jeremy Lin","Brooklyn Nets",2017-03-23,2016,4299,1610612751,400900462,2,6,28,0,"Jump Bank Shot","2PT Field Goal",10,"Phoenix Suns",92,57,0,0.00,,0.00,0.00
"Jeremy Lin","Brooklyn Nets",2017-03-14,2016,4299,1610612751,400900395,2,5,10,1,"Jump Bank Shot","2PT Field Goal",7,"Oklahoma City Thunder",64,41,0,0.00,,0.00,0.00
"Jeremy Lin","Brooklyn Nets",2017-03-23,2016,4299,1610612751,400900462,3,10,15,0,"Jump Bank Shot","2PT Field Goal",12,"Phoenix Suns",122,43,0,0.00,,0.00,0.00
"Jeremy Lin","Brooklyn Nets",2016-12-18,2016,4299,1610612751,400899850,4,0,02,1,"Jump Shot","3PT Field Goal",23,"Philadelphia 76ers",230,-1,0,0.00,,0.00,0.00
"Jeremy Lin","Brooklyn Nets",2017-04-06,2016,4299,1610612751,400900552,4,4,23,0,"Jump Shot","3PT Field Goal",28,"Orlando Magic",-158,232,0,0.00,,0.00,0.00
"Jeremy Lin","Brooklyn Nets",2017-04-06,2016,4299,1610612751,400900552,1,4,38,0,"Jump Shot","3PT Field Goal",25,"Orlando Magic",96,232,0,0.00,,0.00,0.00
"Jeremy Lin","Brooklyn Nets",2017-04-06,2016,4299,1610612751,400900552,2,5,08,1,"Jump Shot","3PT Field Goal",27,"Orlando Magic",130,237,0,0.00,,0.00,0.00
"Jeremy Lin","Brooklyn Nets",2017-04-06,2016,4299,1610612751,400900552,4,6,45,1,"Jump Shot","3PT Field Goal",25,"Orlando Magic",-104,229,0,0.00,,0.00,0.00
"Jeremy Lin","Brooklyn Nets",2017-04-06,2016,4299,1610612751,400900552,1,5,56,1,"Jump Shot","3PT Field Goal",24,"Orlando Magic",66,237,0,0.00,,0.00,0.00
"Jeremy Lin","Brooklyn Nets",2017-04-04,2016,4299,1610612751,400900532,1,3,51,1,"Jump Shot","3PT Field Goal",25,"Philadelphia 76ers",-119,224,0,0.00,,0.00,0.00
"Jeremy Lin","Brooklyn Nets",2017-04-04,2016,4299,1610612751,400900532,3,7,29,1,"Jump Shot","3PT Field Goal",25,"Philadelphia 76ers",114,223,0,0.00,,0.00,0.00
"Jeremy Lin","Brooklyn Nets",2017-03-30,2016,4299,1610612751,400900516,1,11,18,0,"Jump Shot","3PT Field Goal",25,"Detroit Pistons",156,205,0,0.00,,0.00,0.00
"Jeremy Lin","Brooklyn Nets",2017-03-30,2016,4299,1610612751,400900516,3,7,23,0,"Jump Shot","3PT Field Goal",26,"Detroit Pistons",-178,203,0,0.00,,0.00,0.00
"Jeremy Lin","Brooklyn Nets",2017-03-30,2016,4299,1610612751,400900516,2,3,29,0,"Jump Shot","2PT Field Goal",6,"Detroit Pistons",68,11,0,0.00,,0.00,0.00
"Jeremy Lin","Brooklyn Nets",2017-03-30,2016,4299,1610612751,400900516,2,2,29,0,"Jump Shot","3PT Field Goal",27,"Detroit Pistons",17,272,0,0.00,,0.00,0.00
"Jeremy Lin","Brooklyn Nets",2017-03-30,2016,4299,1610612751,400900516,1,11,00,0,"Jump Shot","2PT Field Goal",14,"Detroit Pistons",141,23,0,0.00,,0.00,0.00
"Jeremy Lin","Brooklyn Nets",2017-03-30,2016,4299,1610612751,400900516,3,6,02,0,"Jump Shot","3PT Field Goal",25,"Detroit Pistons",-137,218,0,0.00,,0.00,0.00
"Jeremy Lin","Brooklyn Nets",2017-03-30,2016,4299,1610612751,400900516,1,6,34,0,"Jump Shot","2PT Field Goal",6,"Detroit Pistons",63,28,0,0.00,,0.00,0.00
"Jeremy Lin","Brooklyn Nets",2017-03-30,2016,4299,1610612751,400900516,1,7,05,1,"Jump Shot","3PT Field Goal",22,"Detroit Pistons",-227,18,0,0.00,,0.00,0.00
"Jeremy Lin","Brooklyn Nets",2017-03-30,2016,4299,1610612751,400900516,4,1,04,0,"Jump Shot","2PT Field Goal",3,"Detroit Pistons",6,36,0,0.00,,0.00,0.00
"Jeremy Lin","Brooklyn Nets",2017-03-28,2016,4299,1610612751,400900500,3,7,08,0,"Jump Shot","3PT Field Goal",23,"Philadelphia 76ers",235,23,0,0.00,,0.00,0.00
"Jeremy Lin","Brooklyn Nets",2017-03-28,2016,4299,1610612751,400900500,2,0,31,0,"Jump Shot","3PT Field Goal",24,"Philadelphia 76ers",119,218,0,0.00,,0.00,0.00
"Jeremy Lin","Brooklyn Nets",2017-03-28,2016,4299,1610612751,400900500,2,0,43,0,"Jump Shot","3PT Field Goal",24,"Philadelphia 76ers",-88,232,0,0.00,,0.00,0.00
"Jeremy Lin","Brooklyn Nets",2017-03-28,2016,4299,1610612751,400900500,3,8,49,1,"Jump Shot","2PT Field Goal",6,"Philadelphia 76ers",33,51,0,0.00,,0.00,0.00
"Jeremy Lin","Brooklyn Nets",2017-03-28,2016,4299,1610612751,400900500,1,4,56,0,"Jump Shot","2PT Field Goal",18,"Philadelphia 76ers",99,151,0,0.00,,0.00,0.00
"Jeremy Lin","Brooklyn Nets",2017-03-28,2016,4299,1610612751,400900500,4,4,02,0,"Jump Shot","2PT Field Goal",17,"Philadelphia 76ers",50,164,0,0.00,,0.00,0.00
"Jeremy Lin","Brooklyn Nets",2017-03-28,2016,4299,1610612751,400900500,1,10,47,0,"Jump Shot","2PT Field Goal",19,"Philadelphia 76ers",125,149,0,0.00,,0.00,0.00
"Jeremy Lin","Brooklyn Nets",2017-03-28,2016,4299,1610612751,400900500,2,4,59,0,"Jump Shot","2PT Field Goal",14,"Philadelphia 76ers",148,-6,0,0.00,,0.00,0.00
"Jeremy Lin","Brooklyn Nets",2017-03-28,2016,4299,1610612751,400900500,4,6,20,0,"Jump Shot","3PT Field Goal",25,"Philadelphia 76ers",117,228,0,0.00,,0.00,0.00
"Jeremy Lin","Brooklyn Nets",2017-03-26,2016,4299,1610612751,400900483,1,6,00,0,"Jump Shot","3PT Field Goal",24,"Atlanta Hawks",-158,193,0,0.00,,0.00,0.00
"Jeremy Lin","Brooklyn Nets",2017-03-26,2016,4299,1610612751,400900483,2,7,15,0,"Jump Shot","3PT Field Goal",24,"Atlanta Hawks",101,228,0,0.00,,0.00,0.00
"Jeremy Lin","Brooklyn Nets",2017-03-26,2016,4299,1610612751,400900483,2,1,33,1,"Jump Shot","3PT Field Goal",24,"Atlanta Hawks",-43,242,0,0.00,,0.00,0.00
"Jeremy Lin","Brooklyn Nets",2017-03-26,2016,4299,1610612751,400900483,4,6,54,0,"Jump Shot","3PT Field Goal",23,"Atlanta Hawks",230,41,0,0.00,,0.00,0.00
"Jeremy Lin","Brooklyn Nets",2017-03-24,2016,4299,1610612751,400900467,2,8,03,1,"Jump Shot","3PT Field Goal",24,"Washington Wizards",-52,244,0,0.00,,0.00,0.00
"Jeremy Lin","Brooklyn Nets",2017-03-24,2016,4299,1610612751,400900467,2,9,54,0,"Jump Shot","3PT Field Goal",26,"Washington Wizards",-130,234,0,0.00,,0.00,0.00
"Jeremy Lin","Brooklyn Nets",2017-03-24,2016,4299,1610612751,400900467,2,7,42,0,"Jump Shot","3PT Field Goal",26,"Washington Wizards",227,129,0,0.00,,0.00,0.00
"Jeremy Lin","Brooklyn Nets",2017-03-24,2016,4299,1610612751,400900467,1,5,09,0,"Jump Shot","2PT Field Goal",5,"Washington Wizards",-52,13,0,0.00,,0.00,0.00
"Jeremy Lin","Brooklyn Nets",2017-03-24,2016,4299,1610612751,400900467,3,7,13,0,"Jump Shot","2PT Field Goal",16,"Washington Wizards",40,159,0,0.00,,0.00,0.00
"Jeremy Lin","Brooklyn Nets",2017-03-24,2016,4299,1610612751,400900467,1,6,23,0,"Jump Shot","3PT Field Goal",26,"Washington Wizards",-107,247,0,0.00,,0.00,0.00
"Jeremy Lin","Brooklyn Nets",2017-03-24,2016,4299,1610612751,400900467,1,8,17,0,"Jump Shot","3PT Field Goal",28,"Washington Wizards",56,277,0,0.00,,0.00,0.00
"Jeremy Lin","Brooklyn Nets",2017-03-23,2016,4299,1610612751,400900462,2,2,10,1,"Jump Shot","3PT Field Goal",25,"Phoenix Suns",104,228,0,0.00,,0.00,0.00
"Jeremy Lin","Brooklyn Nets",2017-03-23,2016,4299,1610612751,400900462,2,1,14,1,"Jump Shot","2PT Field Goal",22,"Phoenix Suns",123,190,0,0.00,,0.00,0.00
"Jeremy Lin","Brooklyn Nets",2017-03-23,2016,4299,1610612751,400900462,1,8,46,0,"Jump Shot","3PT Field Goal",24,"Phoenix Suns",97,229,0,0.00,,0.00,0.00
"Jeremy Lin","Brooklyn Nets",2017-03-23,2016,4299,1610612751,400900462,1,8,50,0,"Jump Shot","3PT Field Goal",25,"Phoenix Suns",91,239,0,0.00,,0.00,0.00
"Jeremy Lin","Brooklyn Nets",2017-03-19,2016,4299,1610612751,400900431,1,9,49,0,"Jump Shot","3PT Field Goal",23,"Dallas Mavericks",-225,67,0,0.00,,0.00,0.00
"Jeremy Lin","Brooklyn Nets",2017-03-19,2016,4299,1610612751,400900431,1,5,10,0,"Jump Shot","2PT Field Goal",8,"Dallas Mavericks",42,77,0,0.00,,0.00,0.00
"Jeremy Lin","Brooklyn Nets",2017-03-19,2016,4299,1610612751,400900431,1,6,24,1,"Jump Shot","2PT Field Goal",13,"Dallas Mavericks",4,136,0,0.00,,0.00,0.00
"Jeremy Lin","Brooklyn Nets",2017-03-19,2016,4299,1610612751,400900431,1,5,39,1,"Jump Shot","2PT Field Goal",18,"Dallas Mavericks",-129,129,0,0.00,,0.00,0.00
"Jeremy Lin","Brooklyn Nets",2017-03-17,2016,4299,1610612751,400900417,2,2,35,1,"Jump Shot","3PT Field Goal",25,"Boston Celtics",119,223,0,0.00,,0.00,0.00
"Jeremy Lin","Brooklyn Nets",2017-03-17,2016,4299,1610612751,400900417,3,9,05,1,"Jump Shot","3PT Field Goal",25,"Boston Celtics",33,249,0,0.00,,0.00,0.00
"Jeremy Lin","Brooklyn Nets",2017-03-17,2016,4299,1610612751,400900417,2,3,48,0,"Jump Shot","3PT Field Goal",25,"Boston Celtics",102,237,0,0.00,,0.00,0.00
"Jeremy Lin","Brooklyn Nets",2017-03-16,2016,4299,1610612751,400900411,1,8,36,0,"Jump Shot","3PT Field Goal",26,"New York Knicks",-210,154,0,0.00,,0.00,0.00
"Jeremy Lin","Brooklyn Nets",2017-03-16,2016,4299,1610612751,400900411,3,3,31,1,"Jump Shot","2PT Field Goal",21,"New York Knicks",199,90,0,0.00,,0.00,0.00
"Jeremy Lin","Brooklyn Nets",2017-03-16,2016,4299,1610612751,400900411,2,1,47,0,"Jump Shot","3PT Field Goal",24,"New York Knicks",158,190,0,0.00,,0.00,0.00
"Jeremy Lin","Brooklyn Nets",2017-03-16,2016,4299,1610612751,400900411,1,4,04,0,"Jump Shot","3PT Field Goal",24,"New York Knicks",-184,165,0,0.00,,0.00,0.00
"Jeremy Lin","Brooklyn Nets",2017-03-16,2016,4299,1610612751,400900411,4,1,24,0,"Jump Shot","3PT Field Goal",23,"New York Knicks",174,164,0,0.00,,0.00,0.00
"Jeremy Lin","Brooklyn Nets",2017-03-16,2016,4299,1610612751,400900411,1,11,34,0,"Jump Shot","2PT Field Goal",15,"New York Knicks",140,72,0,0.00,,0.00,0.00
"Jeremy Lin","Brooklyn Nets",2017-03-16,2016,4299,1610612751,400900411,2,0,00,0,"Jump Shot","3PT Field Goal",44,"New York Knicks",87,437,0,0.00,,0.00,0.00
"Jeremy Lin","Brooklyn Nets",2017-03-16,2016,4299,1610612751,400900411,3,7,18,1,"Jump Shot","3PT Field Goal",23,"New York Knicks",228,-39,0,0.00,,0.00,0.00
"Jeremy Lin","Brooklyn Nets",2017-03-16,2016,4299,1610612751,400900411,4,3,52,0,"Jump Shot","3PT Field Goal",24,"New York Knicks",189,159,0,0.00,,0.00,0.00
"Jeremy Lin","Brooklyn Nets",2017-03-16,2016,4299,1610612751,400900411,4,2,47,0,"Jump Shot","2PT Field Goal",12,"New York Knicks",105,65,0,0.00,,0.00,0.00
"Jeremy Lin","Brooklyn Nets",2017-03-16,2016,4299,1610612751,400900411,2,2,16,0,"Jump Shot","2PT Field Goal",12,"New York Knicks",-109,65,0,0.00,,0.00,0.00
"Jeremy Lin","Brooklyn Nets",2017-03-16,2016,4299,1610612751,400900411,3,9,20,1,"Jump Shot","3PT Field Goal",24,"New York Knicks",195,144,0,0.00,,0.00,0.00
"Jeremy Lin","Brooklyn Nets",2017-03-16,2016,4299,1610612751,400900411,1,8,40,0,"Jump Shot","3PT Field Goal",26,"New York Knicks",-215,149,0,0.00,,0.00,0.00
"Jeremy Lin","Brooklyn Nets",2017-03-14,2016,4299,1610612751,400900395,4,3,17,1,"Jump Shot","3PT Field Goal",30,"Oklahoma City Thunder",184,242,0,0.00,,0.00,0.00
"Jeremy Lin","Brooklyn Nets",2017-03-14,2016,4299,1610612751,400900395,1,5,17,0,"Jump Shot","2PT Field Goal",7,"Oklahoma City Thunder",2,77,0,0.00,,0.00,0.00
